ФИО,марка,год выпуска,номер,цвет
Мигунова Римма Константиновна,Mazda,2005,Е896РХ,оранжевый
Дементьева Элеонора Алексеевна,Renault,1990,В325АА,черный
Ахвледиани Агафон Маркыч,Toyota,1992,А952ХР,красный
Натаров Роман Ефимович,Jeep,1994,С520ХК,красный
Калачева Аза Аркадьевна,Dodge,1994,М944АС,желтый
Яклашкина Амалия Егоровна,Mazda,1999,Е950ХА,желтый
Шаврина Камила Игоревна,Skoda,2017,У193СР,белый
Фастер Эмир Жоресович,Hyundai,1999,У031КН,фиолетовый
Меледин Руслан Гертрудович,Audi,2018,Х208ВН,желтый
Казнов Артемий Ваганович,Nissan,1990,Т977ХВ,голубой
Фомичева Нина Львовна,Lexus,1993,Н876УВ,красный
Гуслякова Тамара Ефимовна,Mazda,1992,Е424УУ,розовый
Малинина Кристина Леонидовна,Volkswagen,2015,У539УУ,оранжевый
Кандаков Евграф Тимурович,Mazda,2007,У581ММ,черный
Дукачёва Мадина Петровна,Skoda,2007,В724КР,розовый
Янкилович Ефросиния Робертовна,Nissan,2002,О019УЕ,красный
Бабикова Ева Константиновна,Nissan,2012,К367АЕ,белый
Шаврина Карина Анатольевна,Tesla,2013,К925ММ,розовый
Целиковский Серафим Николаевич,Renault,2008,О709ХЕ,серый
Эфирова Сабина Богдановна,Tesla,2001,В593АХ,синий
Сиянцев Иннокентий Семёнович,Tesla,2015,Т958АВ,оранжевый
Трухин Тихон Иванович,Hyundai,2019,Т168АХ,зеленый
Дрёмин Григорий Леонидович,Lada,2019,О367ВА,желтый
Казаков Виктор Фадеевич,Volkswagen,1994,Т691НА,голубой
Ильясова Евгения Тарасовна,Hyundai,2005,Е150КС,синий
Логвинова Надежда Романовна,Dodge,2021,Р378ЕК,белый
Висенина Арина Платоновна,Nissan,1997,У046АК,желтый
Курышина Тея Тарасовна,Volkswagen,2020,У312ЕМ,оранжевый
Каганович Лев Арсенович,Mitsubishi,2018,Н922РА,фиолетовый
Тизенгаузен Кондрат Никитич,Skoda,1998,Е380СУ,фиолетовый
Сергеевич Камиль Сидорович,Hyundai,1997,С944ОЕ,розовый
Зубов Юлий Ильич,Mazda,2011,Н550НЕ,черный
Рубцов Давид Фокич,Renault,1993,А151ХУ,зеленый
Белоусова Христина Львовна,Kia,1992,Р227АХ,голубой
Русанова Виталина Юрьевна,Kia,1993,К882КО,красный
Бурдаков Гаврила Витальевич,Toyota,2010,Х525КВ,синий
Нагибина Ясмина Игоревна,Ford,1998,Н317МУ,желтый
Яненко Ярослава Сергеевна,Toyota,2007,С704УР,голубой
Комзин Даниэль Гурьевич,Dodge,1993,Р213ХС,оранжевый
Логвинова Ева Ивановна,Tesla,2021,А463МО,черный
Чеботарев Тихон Натанович,Volkswagen,1998,С298ТР,зеленый
Криворотов Прокл Никифорович,Subaru,2018,Е288ОВ,черный
Яшвили Яна Валентиновна,Mercedes,2007,Х394КК,серый
Яскин Эрнст Никодимович,Lada,2022,К288НЕ,серый
Котельников Антон Аксёнович,Hyundai,1996,А540КК,черный
Шувалова Сафина Олеговна,Jeep,1999,С291ХХ,черный
Мамыкина Агафья Вячеславовна,Renault,1990,У312ММ,фиолетовый
Федорова Амалия Ефимовна,Mitsubishi,2014,У871ВВ,голубой
Уваров Агафон Бориславич,Kia,2021,Р177ТТ,розовый
Кетов Юлий Георгиевич,Toyota,1996,В398ХО,белый
Ярославцев Николай Ильмирович,Nissan,1998,М419ЕХ,розовый
Лунин Прохор Дорофеевич,Renault,2015,М366ВР,оранжевый
Цызырева Амалия Геннадиевна,Subaru,1990,М699ТО,оранжевый
Экземплярский Вячеслав Данилович,Tesla,2007,М227СХ,белый
Берлунов Бронислав Олегович,Kia,1998,О973НТ,синий
Яндарбиев Артемий Ибрагимович,Kia,2021,М608УХ,черный
Кобелева Аделя Павловна,Mitsubishi,2000,М375УК,желтый
Яхлаков Евграф Ибрагимович,Lexus,1991,М103РК,розовый
Ярославцев Тихон Рустамович,BMV,2003,М938ЕР,оранжевый
Чистякова Оливия Ильиничн,Hyundai,2011,В974ТК,оранжевый
Калачева Розалия Павловна,Hyundai,1996,С552РР,зеленый
Якунин Марат Русланович,Skoda,2008,С989ВС,желтый
Николаенко Юлиан Константинович,Tesla,1996,Е071ЕА,желтый
Рытин Ян Максимилианович,Mercedes,2014,Р888ОС,фиолетовый
Царев Дамир Владиленович,Volkswagen,2020,М231МВ,желтый
Ханилов Павел Гаврилович,Kia,2010,М996АВ,белый
Катаев Роман Гертрудович,Audi,2012,У413МВ,желтый
Бармыкина Людмила Николаевна,Honda,2000,С482УХ,фиолетовый
Крутой Фадей Сильвестрович,Dodge,1990,Х414АЕ,оранжевый
Актжанов Камиль Никандрович,Mazda,2017,У927СК,розовый
Захарьина Рената Федоровна,Tesla,1995,Н646АЕ,белый
Ветрова Алиса Викторовна,Lada,2005,А611ХН,красный
Яушкина Аяна Тарасовна,Subaru,1994,Т704СЕ,фиолетовый
Терентьева Лейла Александровна,Audi,2003,Т672НМ,оранжевый
Веселкова Всеслава Артемовна,Lexus,1999,К827КС,оранжевый
Мячина Марьям Леонидовна,BMV,2021,А566НТ,розовый
Прохорова Юлиана Валентиновна,Mitsubishi,2008,В628ЕО,черный
Кярбер Владислав Арсенович,Mitsubishi,1997,М452СО,голубой
Логвинова Мия Ярославовна,Mitsubishi,2001,Т612ОВ,розовый
Графова Аиша Львовна,Audi,2005,Х603КМ,зеленый
Потапова Регина Егоровна,Dodge,1999,В761МВ,зеленый
Шайн Яромир Александрович,Nissan,2003,Н579ВВ,красный
Шитов Александр Емельянович,Mercedes,1998,Р397МС,голубой
Будаев Эрик Трофимович,Jeep,2006,К313ХТ,желтый
Чижова Миа Эдуардовна,Tesla,2010,М838РВ,желтый
Ивашечкина Алиса Аркадьевна,Lada,2013,К686НЕ,черный
Панюшкин Демид Гаджиевич,Lexus,1999,Н604НВ,синий
Щеголев Богдан Фролович,Jeep,2005,Т189СН,розовый
Шадрин Георгий Ануфриевич,Honda,2016,А334ХХ,зеленый
Чичваркина Эмилия Денисовна,Volkswagen,1996,Х815СО,зеленый
Осокин Савелий Еремеевич,Lada,2017,Х734ОЕ,зеленый
Живков Андрей Сильвестрович,Tesla,2022,А942АМ,зеленый
Битнера Мария Дмитриевна,Subaru,1993,У000ОС,розовый
Утёсов Тигран Вахтангович,Hyundai,1994,А755УК,фиолетовый
Платонова Александра Ильиничн,Toyota,2002,Х174РВ,серый
Нилина Аглая Семеновна,Renault,1995,У232НС,розовый
Мелехов Макар Артёмович,Mitsubishi,2001,Х845НН,зеленый
Буряков Святослав Константинович,Mitsubishi,2003,В600ЕО,синий
Андроников Кирилл Герасимович,Hyundai,1999,Т657МУ,серый
Бершова Сара Робертовна,Kia,1991,А216МТ,голубой
Апакидзе Евстигней Всеволодович,Lada,2007,В645АМ,белый
Антонович Инна Романовна,Renault,2003,М217ЕМ,оранжевый
Шлыков Даниил Исидорович,Jeep,2001,О457СТ,синий
Демин Лев Давыдович,Toyota,2015,Х489СК,фиолетовый
Оболенский Демид Петрович,Ford,2015,Т352УР,фиолетовый
Андроников Николай Евстигнеевич,Audi,1998,В884УН,оранжевый
Сенькина Варвара Константиновна,Volkswagen,2002,О731МН,фиолетовый
Загидуллина Амелия Георгиевна,Tesla,2010,О157ВО,белый
